path,class,label,Devanagari
C:\Users\Ashim\Devnagari_dataset\5\Img_130.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_131.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_132.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_133.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_134.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_135.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_136.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_137.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_138.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_139.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_140.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_141.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_142.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_143.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_144.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_145.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_146.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_147.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_148.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_149.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_150.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_151.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_152.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_153.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_154.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_155.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_156.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_157.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_158.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_159.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_160.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_161.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_162.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_163.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_164.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_165.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_166.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_167.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_168.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_169.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_170.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_171.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_172.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_173.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_174.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_175.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_176.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_177.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_178.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_179.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_180.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_181.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_182.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_183.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_184.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_185.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_186.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_187.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_188.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_189.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_190.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_191.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_192.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_193.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_194.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_195.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_196.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_197.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_198.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_199.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_200.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_201.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_202.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_203.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_204.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_0.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_1.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_2.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_3.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_4.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_5.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_6.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_7.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_8.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_9.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_10.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_11.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_12.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_13.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\5\Img_14.jpg,5,kna,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_2.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_3.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_4.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_5.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_6.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_7.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_8.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_9.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_10.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_11.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_12.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_13.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_14.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_15.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_16.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_17.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_18.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_19.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_20.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_21.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_22.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_23.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_24.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_25.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_26.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_27.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_28.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_29.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_30.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_31.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_32.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_33.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_34.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_35.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_36.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_37.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_38.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_39.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_40.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_41.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_42.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_43.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_44.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_45.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_46.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_47.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_48.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_49.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_50.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_51.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_52.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_53.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_54.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_55.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_56.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_57.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_58.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_59.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_60.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_61.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_62.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_63.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_64.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_65.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_66.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_67.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_68.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_69.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_70.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_71.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_72.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_73.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_74.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_75.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_76.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_77.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_78.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_79.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_80.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_81.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_82.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_83.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_84.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_85.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_86.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_87.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_88.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_89.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_90.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_91.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_92.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_93.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_94.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_95.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_96.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_97.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_98.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_99.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_100.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_101.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_102.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_103.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_104.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_105.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_106.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_107.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_108.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_109.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_110.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_111.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_112.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_113.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_114.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_115.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_116.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_117.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_118.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_119.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_120.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_121.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_122.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_123.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_124.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_125.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_126.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_127.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_128.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_129.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_130.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_131.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_132.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_133.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_134.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_135.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_136.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_137.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_138.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_139.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_140.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_141.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_142.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_143.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_144.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_145.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_146.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_147.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_148.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_149.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_150.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_151.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_152.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_153.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_154.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_155.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_156.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_157.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_158.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_159.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_160.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_161.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_162.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_163.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_164.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_165.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_166.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_167.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_168.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_169.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_170.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_171.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_172.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_173.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_174.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_175.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_176.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_177.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_178.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_179.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_180.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_181.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_182.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_183.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_184.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_185.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_186.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_187.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_188.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_189.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_190.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_191.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_192.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_193.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_194.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_195.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_196.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_197.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_198.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_199.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_200.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_201.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_202.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_203.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_204.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_0.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\6\Img_1.jpg,6,cha,à¤š
C:\Users\Ashim\Devnagari_dataset\7\Img_1.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_2.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_3.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_4.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_5.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_6.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_7.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_8.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_9.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_10.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_11.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_12.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_13.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_14.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_15.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_16.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_17.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_18.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_19.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_20.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_21.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_22.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_23.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_24.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_25.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_26.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_27.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_28.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_29.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_30.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_31.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_32.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_33.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_34.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_35.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_36.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_37.jpg,7,chha,à¤›
C:\Users\Ashim\Devnagari_dataset\7\Img_38.jpg,7,chha,à¤›
