,path,class,label,Devanagari
1183,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_57.jpg,6,cha,à¤š
1184,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_58.jpg,6,cha,à¤š
1185,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_59.jpg,6,cha,à¤š
1186,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_6.jpg,6,cha,à¤š
1187,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_60.jpg,6,cha,à¤š
1188,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_61.jpg,6,cha,à¤š
1189,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_62.jpg,6,cha,à¤š
1190,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_63.jpg,6,cha,à¤š
1191,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_64.jpg,6,cha,à¤š
1192,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_65.jpg,6,cha,à¤š
1193,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_66.jpg,6,cha,à¤š
1194,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_67.jpg,6,cha,à¤š
1195,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_68.jpg,6,cha,à¤š
1196,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_69.jpg,6,cha,à¤š
1197,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_7.jpg,6,cha,à¤š
1198,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_70.jpg,6,cha,à¤š
1199,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_71.jpg,6,cha,à¤š
1200,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_72.jpg,6,cha,à¤š
1201,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_73.jpg,6,cha,à¤š
1202,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_74.jpg,6,cha,à¤š
1203,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_75.jpg,6,cha,à¤š
1204,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_76.jpg,6,cha,à¤š
1205,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_77.jpg,6,cha,à¤š
1206,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_78.jpg,6,cha,à¤š
1207,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_79.jpg,6,cha,à¤š
1208,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_8.jpg,6,cha,à¤š
1209,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_80.jpg,6,cha,à¤š
1210,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_81.jpg,6,cha,à¤š
1211,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_82.jpg,6,cha,à¤š
1212,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_83.jpg,6,cha,à¤š
1213,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_84.jpg,6,cha,à¤š
1214,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_85.jpg,6,cha,à¤š
1215,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_86.jpg,6,cha,à¤š
1216,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_87.jpg,6,cha,à¤š
1217,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_88.jpg,6,cha,à¤š
1218,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_89.jpg,6,cha,à¤š
1219,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_9.jpg,6,cha,à¤š
1220,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_90.jpg,6,cha,à¤š
1221,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_91.jpg,6,cha,à¤š
1222,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_92.jpg,6,cha,à¤š
1223,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_93.jpg,6,cha,à¤š
1224,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_94.jpg,6,cha,à¤š
1225,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_95.jpg,6,cha,à¤š
1226,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_96.jpg,6,cha,à¤š
1227,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_97.jpg,6,cha,à¤š
1228,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_98.jpg,6,cha,à¤š
1229,D:\Nepali_character_Recognisation\Nepali_Character_dataset\06\Img_99.jpg,6,cha,à¤š
1230,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_0.jpg,7,chha,à¤›
1231,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_1.jpg,7,chha,à¤›
1232,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_10.jpg,7,chha,à¤›
1233,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_100.jpg,7,chha,à¤›
1234,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_101.jpg,7,chha,à¤›
1235,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_102.jpg,7,chha,à¤›
1236,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_103.jpg,7,chha,à¤›
1237,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_104.jpg,7,chha,à¤›
1238,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_105.jpg,7,chha,à¤›
1239,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_106.jpg,7,chha,à¤›
1240,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_107.jpg,7,chha,à¤›
1241,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_108.jpg,7,chha,à¤›
1242,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_109.jpg,7,chha,à¤›
1243,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_11.jpg,7,chha,à¤›
1244,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_110.jpg,7,chha,à¤›
1245,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_111.jpg,7,chha,à¤›
1246,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_112.jpg,7,chha,à¤›
1247,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_113.jpg,7,chha,à¤›
1248,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_114.jpg,7,chha,à¤›
1249,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_115.jpg,7,chha,à¤›
1250,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_116.jpg,7,chha,à¤›
1251,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_117.jpg,7,chha,à¤›
1252,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_118.jpg,7,chha,à¤›
1253,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_119.jpg,7,chha,à¤›
1254,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_12.jpg,7,chha,à¤›
1255,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_120.jpg,7,chha,à¤›
1256,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_121.jpg,7,chha,à¤›
1257,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_122.jpg,7,chha,à¤›
1258,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_123.jpg,7,chha,à¤›
1259,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_124.jpg,7,chha,à¤›
1260,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_125.jpg,7,chha,à¤›
1261,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_126.jpg,7,chha,à¤›
1262,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_127.jpg,7,chha,à¤›
1263,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_128.jpg,7,chha,à¤›
1264,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_129.jpg,7,chha,à¤›
1265,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_13.jpg,7,chha,à¤›
1266,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_130.jpg,7,chha,à¤›
1267,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_131.jpg,7,chha,à¤›
1268,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_132.jpg,7,chha,à¤›
1269,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_133.jpg,7,chha,à¤›
1270,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_134.jpg,7,chha,à¤›
1271,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_135.jpg,7,chha,à¤›
1272,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_136.jpg,7,chha,à¤›
1273,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_137.jpg,7,chha,à¤›
1274,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_138.jpg,7,chha,à¤›
1275,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_139.jpg,7,chha,à¤›
1276,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_14.jpg,7,chha,à¤›
1277,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_140.jpg,7,chha,à¤›
1278,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_141.jpg,7,chha,à¤›
1279,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_142.jpg,7,chha,à¤›
1280,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_143.jpg,7,chha,à¤›
1281,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_144.jpg,7,chha,à¤›
1282,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_145.jpg,7,chha,à¤›
1283,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_146.jpg,7,chha,à¤›
1284,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_147.jpg,7,chha,à¤›
1285,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_148.jpg,7,chha,à¤›
1286,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_149.jpg,7,chha,à¤›
1287,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_15.jpg,7,chha,à¤›
1288,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_150.jpg,7,chha,à¤›
1289,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_151.jpg,7,chha,à¤›
1290,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_152.jpg,7,chha,à¤›
1291,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_153.jpg,7,chha,à¤›
1292,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_154.jpg,7,chha,à¤›
1293,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_155.jpg,7,chha,à¤›
1294,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_156.jpg,7,chha,à¤›
1295,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_157.jpg,7,chha,à¤›
1296,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_158.jpg,7,chha,à¤›
1297,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_159.jpg,7,chha,à¤›
1298,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_16.jpg,7,chha,à¤›
1299,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_160.jpg,7,chha,à¤›
1300,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_161.jpg,7,chha,à¤›
1301,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_162.jpg,7,chha,à¤›
1302,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_163.jpg,7,chha,à¤›
1303,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_164.jpg,7,chha,à¤›
1304,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_165.jpg,7,chha,à¤›
1305,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_166.jpg,7,chha,à¤›
1306,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_167.jpg,7,chha,à¤›
1307,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_168.jpg,7,chha,à¤›
1308,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_169.jpg,7,chha,à¤›
1309,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_17.jpg,7,chha,à¤›
1310,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_170.jpg,7,chha,à¤›
1311,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_171.jpg,7,chha,à¤›
1312,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_172.jpg,7,chha,à¤›
1313,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_173.jpg,7,chha,à¤›
1314,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_174.jpg,7,chha,à¤›
1315,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_175.jpg,7,chha,à¤›
1316,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_176.jpg,7,chha,à¤›
1317,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_177.jpg,7,chha,à¤›
1318,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_178.jpg,7,chha,à¤›
1319,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_179.jpg,7,chha,à¤›
1320,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_18.jpg,7,chha,à¤›
1321,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_180.jpg,7,chha,à¤›
1322,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_181.jpg,7,chha,à¤›
1323,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_182.jpg,7,chha,à¤›
1324,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_183.jpg,7,chha,à¤›
1325,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_184.jpg,7,chha,à¤›
1326,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_185.jpg,7,chha,à¤›
1327,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_186.jpg,7,chha,à¤›
1328,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_187.jpg,7,chha,à¤›
1329,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_188.jpg,7,chha,à¤›
1330,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_189.jpg,7,chha,à¤›
1331,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_19.jpg,7,chha,à¤›
1332,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_190.jpg,7,chha,à¤›
1333,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_191.jpg,7,chha,à¤›
1334,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_192.jpg,7,chha,à¤›
1335,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_193.jpg,7,chha,à¤›
1336,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_194.jpg,7,chha,à¤›
1337,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_195.jpg,7,chha,à¤›
1338,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_196.jpg,7,chha,à¤›
1339,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_197.jpg,7,chha,à¤›
1340,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_198.jpg,7,chha,à¤›
1341,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_199.jpg,7,chha,à¤›
1342,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_2.jpg,7,chha,à¤›
1343,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_20.jpg,7,chha,à¤›
1344,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_200.jpg,7,chha,à¤›
1345,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_201.jpg,7,chha,à¤›
1346,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_202.jpg,7,chha,à¤›
1347,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_203.jpg,7,chha,à¤›
1348,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_204.jpg,7,chha,à¤›
1349,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_21.jpg,7,chha,à¤›
1350,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_22.jpg,7,chha,à¤›
1351,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_23.jpg,7,chha,à¤›
1352,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_24.jpg,7,chha,à¤›
1353,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_25.jpg,7,chha,à¤›
1354,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_26.jpg,7,chha,à¤›
1355,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_27.jpg,7,chha,à¤›
1356,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_28.jpg,7,chha,à¤›
1357,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_29.jpg,7,chha,à¤›
1358,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_3.jpg,7,chha,à¤›
1359,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_30.jpg,7,chha,à¤›
1360,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_31.jpg,7,chha,à¤›
1361,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_32.jpg,7,chha,à¤›
1362,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_33.jpg,7,chha,à¤›
1363,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_34.jpg,7,chha,à¤›
1364,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_35.jpg,7,chha,à¤›
1365,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_36.jpg,7,chha,à¤›
1366,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_37.jpg,7,chha,à¤›
1367,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_38.jpg,7,chha,à¤›
1368,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_39.jpg,7,chha,à¤›
1369,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_4.jpg,7,chha,à¤›
1370,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_40.jpg,7,chha,à¤›
1371,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_41.jpg,7,chha,à¤›
1372,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_42.jpg,7,chha,à¤›
1373,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_43.jpg,7,chha,à¤›
1374,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_44.jpg,7,chha,à¤›
1375,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_45.jpg,7,chha,à¤›
1376,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_46.jpg,7,chha,à¤›
1377,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_47.jpg,7,chha,à¤›
1378,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_48.jpg,7,chha,à¤›
1379,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_49.jpg,7,chha,à¤›
1380,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_5.jpg,7,chha,à¤›
1381,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_50.jpg,7,chha,à¤›
1382,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_51.jpg,7,chha,à¤›
1383,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_52.jpg,7,chha,à¤›
1384,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_53.jpg,7,chha,à¤›
1385,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_54.jpg,7,chha,à¤›
1386,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_55.jpg,7,chha,à¤›
1387,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_56.jpg,7,chha,à¤›
1388,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_57.jpg,7,chha,à¤›
1389,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_58.jpg,7,chha,à¤›
1390,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_59.jpg,7,chha,à¤›
1391,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_6.jpg,7,chha,à¤›
1392,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_60.jpg,7,chha,à¤›
1393,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_61.jpg,7,chha,à¤›
1394,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_62.jpg,7,chha,à¤›
1395,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_63.jpg,7,chha,à¤›
1396,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_64.jpg,7,chha,à¤›
1397,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_65.jpg,7,chha,à¤›
1398,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_66.jpg,7,chha,à¤›
1399,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_67.jpg,7,chha,à¤›
1400,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_68.jpg,7,chha,à¤›
1401,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_69.jpg,7,chha,à¤›
1402,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_7.jpg,7,chha,à¤›
1403,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_70.jpg,7,chha,à¤›
1404,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_71.jpg,7,chha,à¤›
1405,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_72.jpg,7,chha,à¤›
1406,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_73.jpg,7,chha,à¤›
1407,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_74.jpg,7,chha,à¤›
1408,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_75.jpg,7,chha,à¤›
1409,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_76.jpg,7,chha,à¤›
1410,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_77.jpg,7,chha,à¤›
1411,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_78.jpg,7,chha,à¤›
1412,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_79.jpg,7,chha,à¤›
1413,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_8.jpg,7,chha,à¤›
1414,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_80.jpg,7,chha,à¤›
1415,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_81.jpg,7,chha,à¤›
1416,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_82.jpg,7,chha,à¤›
1417,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_83.jpg,7,chha,à¤›
1418,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_84.jpg,7,chha,à¤›
1419,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_85.jpg,7,chha,à¤›
1420,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_86.jpg,7,chha,à¤›
1421,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_87.jpg,7,chha,à¤›
1422,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_88.jpg,7,chha,à¤›
1423,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_89.jpg,7,chha,à¤›
1424,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_9.jpg,7,chha,à¤›
1425,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_90.jpg,7,chha,à¤›
1426,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_91.jpg,7,chha,à¤›
1427,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_92.jpg,7,chha,à¤›
1428,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_93.jpg,7,chha,à¤›
1429,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_94.jpg,7,chha,à¤›
1430,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_95.jpg,7,chha,à¤›
1431,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_96.jpg,7,chha,à¤›
1432,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_97.jpg,7,chha,à¤›
1433,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_98.jpg,7,chha,à¤›
1434,D:\Nepali_character_Recognisation\Nepali_Character_dataset\07\Img_99.jpg,7,chha,à¤›
1435,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_0.jpg,8,ja,à¤œ
1436,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_1.jpg,8,ja,à¤œ
1437,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_10.jpg,8,ja,à¤œ
1438,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_100.jpg,8,ja,à¤œ
1439,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_101.jpg,8,ja,à¤œ
1440,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_102.jpg,8,ja,à¤œ
1441,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_103.jpg,8,ja,à¤œ
1442,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_104.jpg,8,ja,à¤œ
1443,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_105.jpg,8,ja,à¤œ
1444,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_106.jpg,8,ja,à¤œ
1445,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_107.jpg,8,ja,à¤œ
1446,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_108.jpg,8,ja,à¤œ
1447,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_109.jpg,8,ja,à¤œ
1448,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_11.jpg,8,ja,à¤œ
1449,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_110.jpg,8,ja,à¤œ
1450,D:\Nepali_character_Recognisation\Nepali_Character_dataset\08\Img_111.jpg,8,ja,à¤œ
